# Automatisch aus den Spielrezepten abgeleitet (python3 preise_ableiten.py). Nicht von Hand aendern,
# Basispreise gehoeren nach preise.csv (die gewinnen immer). quelle: basis, rezept, muster oder rest.
item,name,wert,quelle
waxed_copper_grate,Waxed Copper Grate,16,rezept
waxed_copper_lantern,Waxed Copper Lantern,20,rezept
waxed_copper_trapdoor,Waxed Copper Trapdoor,30,rezept
waxed_cut_copper,Waxed Cut Copper,16,rezept
waxed_cut_copper_slab,Waxed Cut Copper Slab,8,rezept
waxed_cut_copper_stairs,Waxed Cut Copper Stairs,16,rezept
waxed_exposed_chiseled_copper,Waxed Exposed Chiseled Copper,16,rezept
waxed_exposed_copper,Waxed Exposed Copper,62,rezept
waxed_exposed_copper_bars,Waxed Exposed Copper Bars,10,rezept
waxed_exposed_copper_bulb,Waxed Exposed Copper Bulb,58,rezept
waxed_exposed_copper_chain,Waxed Exposed Copper Chain,16,rezept
waxed_exposed_copper_chest,Waxed Exposed Copper Chest,88,rezept
waxed_exposed_copper_door,Waxed Exposed Copper Door,19,rezept
waxed_exposed_copper_golem_statue,Waxed Exposed Copper Golem Statue,2,rezept
waxed_exposed_copper_grate,Waxed Exposed Copper Grate,16,rezept
waxed_exposed_copper_lantern,Waxed Exposed Copper Lantern,21,rezept
waxed_exposed_copper_trapdoor,Waxed Exposed Copper Trapdoor,31,rezept
waxed_exposed_cut_copper,Waxed Exposed Cut Copper,16,rezept
waxed_exposed_cut_copper_slab,Waxed Exposed Cut Copper Slab,8,rezept
waxed_exposed_cut_copper_stairs,Waxed Exposed Cut Copper Stairs,16,rezept
waxed_exposed_lightning_rod,Waxed Exposed Lightning Rod,26,rezept
waxed_lightning_rod,Waxed Lightning Rod,25,rezept
waxed_oxidized_chiseled_copper,Waxed Oxidized Chiseled Copper,16,rezept
waxed_oxidized_copper,Waxed Oxidized Copper,62,rezept
waxed_oxidized_copper_bars,Waxed Oxidized Copper Bars,10,rezept
waxed_oxidized_copper_bulb,Waxed Oxidized Copper Bulb,58,rezept
waxed_oxidized_copper_chain,Waxed Oxidized Copper Chain,16,rezept
waxed_oxidized_copper_chest,Waxed Oxidized Copper Chest,88,rezept
waxed_oxidized_copper_door,Waxed Oxidized Copper Door,19,rezept
waxed_oxidized_copper_golem_statue,Waxed Oxidized Copper Golem Statue,2,rezept
waxed_oxidized_copper_grate,Waxed Oxidized Copper Grate,16,rezept
waxed_oxidized_copper_lantern,Waxed Oxidized Copper Lantern,21,rezept
waxed_oxidized_copper_trapdoor,Waxed Oxidized Copper Trapdoor,31,rezept
waxed_oxidized_cut_copper,Waxed Oxidized Cut Copper,16,rezept
waxed_oxidized_cut_copper_slab,Waxed Oxidized Cut Copper Slab,8,rezept
waxed_oxidized_cut_copper_stairs,Waxed Oxidized Cut Copper Stairs,16,rezept
waxed_oxidized_lightning_rod,Waxed Oxidized Lightning Rod,26,rezept
waxed_weathered_chiseled_copper,Waxed Weathered Chiseled Copper,16,rezept
waxed_weathered_copper,Waxed Weathered Copper,62,rezept
waxed_weathered_copper_bars,Waxed Weathered Copper Bars,10,rezept
waxed_weathered_copper_bulb,Waxed Weathered Copper Bulb,58,rezept
waxed_weathered_copper_chain,Waxed Weathered Copper Chain,16,rezept
waxed_weathered_copper_chest,Waxed Weathered Copper Chest,88,rezept
waxed_weathered_copper_door,Waxed Weathered Copper Door,19,rezept
waxed_weathered_copper_golem_statue,Waxed Weathered Copper Golem Statue,1,muster
waxed_weathered_copper_grate,Waxed Weathered Copper Grate,16,rezept
waxed_weathered_copper_lantern,Waxed Weathered Copper Lantern,21,rezept
waxed_weathered_copper_trapdoor,Waxed Weathered Copper Trapdoor,31,rezept
waxed_weathered_cut_copper,Waxed Weathered Cut Copper,16,rezept
waxed_weathered_cut_copper_slab,Waxed Weathered Cut Copper Slab,8,rezept
waxed_weathered_cut_copper_stairs,Waxed Weathered Cut Copper Stairs,16,rezept
waxed_weathered_lightning_rod,Waxed Weathered Lightning Rod,26,rezept
wayfinder_armor_trim_smithing_template,Smithing Template,300,rezept
weathered_chiseled_copper,Weathered Chiseled Copper,13,rezept
weathered_copper,Weathered Copper,51,muster
weathered_copper_bars,Weathered Copper Bars,4,muster
weathered_copper_bulb,Weathered Copper Bulb,49,rezept
weathered_copper_chain,Weathered Copper Chain,9,muster
weathered_copper_chest,Weathered Copper Chest,75,muster
weathered_copper_door,Weathered Copper Door,12,muster
weathered_copper_golem_statue,Weathered Copper Golem Statue,1,rest
weathered_copper_grate,Weathered Copper Grate,13,rezept
weathered_copper_lantern,Weathered Copper Lantern,14,muster
weathered_copper_trapdoor,Weathered Copper Trapdoor,23,muster
weathered_cut_copper,Weathered Cut Copper,13,rezept
weathered_cut_copper_slab,Weathered Cut Copper Slab,7,rezept
weathered_cut_copper_stairs,Weathered Cut Copper Stairs,13,rezept
weathered_lightning_rod,Weathered Lightning Rod,18,muster
weeping_vines,Weeping Vines,2,basis
wet_sponge,Wet Sponge,50,muster
wheat_seeds,Wheat Seeds,2,muster
white_banner,White Banner,29,rezept
white_bed,White Bed,24,rezept
white_candle,White Candle,15,rezept
white_carpet,White Carpet,3,rezept
white_concrete,White Concrete,5,muster
white_concrete_powder,White Concrete Powder,4,rezept
white_dye,White Dye,3,rezept
white_glazed_terracotta,White Glazed Terracotta,8,rezept
white_harness,White Harness,38,rezept
white_shulker_box,White Shulker Box,400,rezept
white_stained_glass,White Stained Glass,4,rezept
white_stained_glass_pane,White Stained Glass Pane,2,rezept
white_terracotta,White Terracotta,6,rezept
white_tulip,White Tulip,2,muster
white_wool,White Wool,4,basis
wild_armor_trim_smithing_template,Smithing Template,300,rezept
wildflowers,Wildflowers,2,muster
wind_charge,Wind Charge,6,rezept
wither_rose,Wither Rose,15,basis
wither_skeleton_skull,Wither Skeleton Skull,150,basis
wooden_spear,Wooden Spear,8,rezept
writable_book,Book and Quill,30,rezept
yellow_banner,Yellow Banner,49,rezept
yellow_bed,Yellow Bed,29,rezept
yellow_candle,Yellow Candle,14,rezept
yellow_carpet,Yellow Carpet,6,rezept
yellow_concrete,Yellow Concrete,5,muster
yellow_concrete_powder,Yellow Concrete Powder,4,rezept
yellow_dye,Yellow Dye,2,rezept
yellow_glazed_terracotta,Yellow Glazed Terracotta,8,rezept
yellow_harness,Yellow Harness,41,rezept
yellow_shulker_box,Yellow Shulker Box,399,rezept
yellow_stained_glass,Yellow Stained Glass,4,rezept
yellow_stained_glass_pane,Yellow Stained Glass Pane,2,rezept
yellow_terracotta,Yellow Terracotta,6,rezept
yellow_wool,Yellow Wool,7,rezept
zombie_head,Zombie Head,100,muster
